timestamp,temperature_c,vibration_g,current_a,fail_soon
2025-01-01 00:49:25,54.11,0.647,1.383,1
2025-01-01 00:49:26,43.75,0.195,0.914,0
2025-01-01 00:49:27,41.03,0.103,1.124,0
2025-01-01 00:49:28,43.0,0.198,1.289,0
2025-01-01 00:49:29,61.32,0.621,1.689,1
2025-01-01 00:49:30,62.32,0.712,1.207,1
2025-01-01 00:49:31,60.59,0.666,1.483,1
2025-01-01 00:49:32,44.22,0.347,0.996,0
2025-01-01 00:49:33,55.93,0.76,1.499,1
2025-01-01 00:49:34,41.05,0.189,0.952,0
2025-01-01 00:49:35,43.26,0.087,1.087,0
2025-01-01 00:49:36,35.08,0.276,0.972,0
2025-01-01 00:49:37,37.3,0.172,0.853,0
2025-01-01 00:49:38,40.03,0.112,0.881,0
2025-01-01 00:49:39,61.58,0.642,1.179,1
2025-01-01 00:49:40,62.86,0.724,1.919,1
2025-01-01 00:49:41,58.45,0.53,1.762,1
2025-01-01 00:49:42,52.82,0.731,1.516,1
2025-01-01 00:49:43,43.19,0.111,0.808,0
2025-01-01 00:49:44,38.96,0.201,0.768,0
2025-01-01 00:49:45,38.68,0.216,1.018,0
2025-01-01 00:49:46,39.62,0.23,1.117,0
2025-01-01 00:49:47,65.56,0.621,1.513,1
2025-01-01 00:49:48,40.87,0.202,0.927,0
2025-01-01 00:49:49,36.76,0.239,1.007,0
2025-01-01 00:49:50,39.2,0.217,0.962,0
2025-01-01 00:49:51,62.2,0.598,1.277,1
2025-01-01 00:49:52,37.72,0.17,0.983,0
2025-01-01 00:49:53,43.28,0.266,0.919,0
2025-01-01 00:49:54,52.75,0.882,1.426,1
2025-01-01 00:49:55,65.72,0.775,1.649,1
2025-01-01 00:49:56,43.82,0.156,1.116,0
2025-01-01 00:49:57,36.88,0.272,0.894,0
2025-01-01 00:49:58,40.33,0.311,0.768,0
2025-01-01 00:49:59,39.58,0.278,1.038,0
2025-01-01 00:50:00,47.42,0.656,1.358,1
2025-01-01 00:50:01,36.81,0.222,0.844,0
2025-01-01 00:50:02,41.16,0.153,1.122,0
2025-01-01 00:50:03,62.13,0.624,1.337,1
2025-01-01 00:50:04,41.79,0.099,0.934,0
2025-01-01 00:50:05,43.69,0.048,1.101,0
2025-01-01 00:50:06,57.06,0.781,1.316,1
2025-01-01 00:50:07,59.43,0.671,1.294,1
2025-01-01 00:50:08,43.3,0.259,0.963,0
2025-01-01 00:50:09,40.23,0.233,1.035,0
2025-01-01 00:50:10,38.54,0.172,0.901,0
2025-01-01 00:50:11,37.63,0.206,1.005,0
2025-01-01 00:50:12,39.16,0.283,1.044,0
2025-01-01 00:50:13,40.6,0.087,1.179,0
2025-01-01 00:50:14,38.11,0.151,1.133,0
2025-01-01 00:50:15,38.79,0.242,0.903,0
2025-01-01 00:50:16,38.8,0.169,1.139,0
2025-01-01 00:50:17,44.35,0.179,0.912,0
2025-01-01 00:50:18,65.56,0.727,1.651,1
2025-01-01 00:50:19,42.19,0.227,0.99,0
2025-01-01 00:50:20,37.85,0.28,1.016,0
2025-01-01 00:50:21,39.9,0.19,1.01,0
2025-01-01 00:50:22,61.3,0.748,1.277,1
2025-01-01 00:50:23,38.22,0.196,0.85,0
2025-01-01 00:50:24,38.36,0.197,0.938,0
2025-01-01 00:50:25,41.17,0.025,1.043,0
2025-01-01 00:50:26,62.84,0.75,1.652,1
2025-01-01 00:50:27,42.18,0.26,0.95,0
2025-01-01 00:50:28,40.4,0.267,0.775,0
2025-01-01 00:50:29,59.17,0.722,1.404,1
2025-01-01 00:50:30,59.81,0.61,1.355,1
2025-01-01 00:50:31,41.29,0.145,0.947,0
2025-01-01 00:50:32,37.51,0.235,1.058,0
2025-01-01 00:50:33,38.56,0.171,0.914,0
2025-01-01 00:50:34,39.04,0.144,1.013,0
2025-01-01 00:50:35,38.64,0.176,0.942,0
2025-01-01 00:50:36,59.61,0.93,1.312,1
2025-01-01 00:50:37,41.09,0.212,0.822,0
2025-01-01 00:50:38,41.16,0.297,0.98,0
2025-01-01 00:50:39,41.05,0.133,1.069,0
2025-01-01 00:50:40,40.26,0.285,0.834,0
2025-01-01 00:50:41,37.07,0.234,1.11,0
2025-01-01 00:50:42,56.94,0.682,1.377,1
2025-01-01 00:50:43,35.61,0.171,1.131,0
2025-01-01 00:50:44,39.98,0.227,1.136,0
2025-01-01 00:50:45,40.19,0.166,0.891,0
2025-01-01 00:50:46,43.16,0.231,0.948,0
2025-01-01 00:50:47,40.26,0.184,0.947,0
2025-01-01 00:50:48,41.23,0.23,1.153,0
2025-01-01 00:50:49,37.92,0.204,1.0,0
2025-01-01 00:50:50,38.59,0.193,1.051,0
2025-01-01 00:50:51,61.67,0.627,1.407,1
2025-01-01 00:50:52,55.99,0.716,1.113,1
2025-01-01 00:50:53,39.81,0.145,0.973,0
2025-01-01 00:50:54,39.67,0.172,0.951,0
2025-01-01 00:50:55,40.0,0.155,0.955,0
2025-01-01 00:50:56,64.59,0.757,1.773,1
2025-01-01 00:50:57,43.29,0.245,1.099,0
2025-01-01 00:50:58,37.06,0.044,0.908,0
2025-01-01 00:50:59,41.31,0.137,1.037,0
2025-01-01 00:51:00,36.64,0.257,1.18,0
2025-01-01 00:51:01,41.59,0.181,0.952,0
2025-01-01 00:51:02,42.49,0.155,1.117,0
2025-01-01 00:51:03,41.74,0.268,0.904,0
2025-01-01 00:51:04,35.69,0.097,0.999,0
2025-01-01 00:51:05,56.46,0.776,1.465,1
2025-01-01 00:51:06,39.44,0.171,0.997,0
2025-01-01 00:51:07,60.62,0.639,1.626,1
2025-01-01 00:51:08,41.14,0.223,0.95,0
2025-01-01 00:51:09,38.95,0.093,0.882,0
2025-01-01 00:51:10,43.89,0.278,0.983,0
2025-01-01 00:51:11,43.62,0.214,0.855,0
2025-01-01 00:51:12,58.6,0.774,1.462,1
2025-01-01 00:51:13,42.4,0.218,1.031,0
2025-01-01 00:51:14,40.74,0.207,0.969,0
2025-01-01 00:51:15,40.56,0.108,0.941,0
2025-01-01 00:51:16,39.65,0.207,0.895,0
2025-01-01 00:51:17,67.73,0.73,1.458,1
2025-01-01 00:51:18,41.33,0.136,1.12,0
2025-01-01 00:51:19,61.26,0.534,1.583,1
2025-01-01 00:51:20,41.78,0.207,0.914,0
2025-01-01 00:51:21,37.54,0.084,1.011,0
2025-01-01 00:51:22,60.59,0.609,1.506,1
2025-01-01 00:51:23,37.18,0.289,1.018,0
2025-01-01 00:51:24,63.1,0.643,1.55,1
2025-01-01 00:51:25,41.67,0.221,0.849,0
2025-01-01 00:51:26,39.44,0.327,1.077,0
2025-01-01 00:51:27,38.3,0.212,1.07,0
2025-01-01 00:51:28,35.52,0.32,1.004,0
2025-01-01 00:51:29,39.76,0.327,1.103,0
2025-01-01 00:51:30,63.48,0.699,1.527,1
2025-01-01 00:51:31,40.25,0.238,0.929,0
2025-01-01 00:51:32,36.53,0.276,1.059,0
2025-01-01 00:51:33,40.27,0.187,1.11,0
2025-01-01 00:51:34,39.64,0.218,0.916,0
2025-01-01 00:51:35,41.24,0.178,0.866,0
2025-01-01 00:51:36,60.34,0.684,1.247,1
2025-01-01 00:51:37,41.42,0.148,0.995,0
2025-01-01 00:51:38,42.1,0.158,1.113,0
2025-01-01 00:51:39,68.42,0.401,1.187,1
2025-01-01 00:51:40,40.52,0.174,0.965,0
2025-01-01 00:51:41,41.28,0.163,1.133,0
2025-01-01 00:51:42,41.19,0.208,0.937,0
2025-01-01 00:51:43,66.37,0.805,1.479,1
2025-01-01 00:51:44,39.06,0.079,1.183,0
2025-01-01 00:51:45,36.52,0.263,1.189,0
2025-01-01 00:51:46,35.23,0.151,1.074,0
2025-01-01 00:51:47,39.26,0.127,0.942,0
2025-01-01 00:51:48,56.4,0.759,1.375,1
2025-01-01 00:51:49,40.0,0.286,1.009,0
2025-01-01 00:51:50,63.49,0.489,1.241,1
2025-01-01 00:51:51,41.54,0.323,0.907,0
2025-01-01 00:51:52,39.25,0.176,1.097,0
2025-01-01 00:51:53,40.89,0.266,0.915,0
2025-01-01 00:51:54,40.99,0.189,1.223,0
2025-01-01 00:51:55,64.29,0.716,1.259,1
2025-01-01 00:51:56,58.86,0.659,1.295,1
2025-01-01 00:51:57,57.27,0.683,1.5,1
2025-01-01 00:51:58,38.99,0.14,1.079,0
2025-01-01 00:51:59,41.0,0.162,1.001,0
2025-01-01 00:52:00,63.78,0.634,1.432,1
2025-01-01 00:52:01,59.93,0.705,1.218,1
2025-01-01 00:52:02,56.28,0.721,1.6,1
2025-01-01 00:52:03,61.78,0.755,1.446,1
2025-01-01 00:52:04,42.0,0.295,0.948,0
2025-01-01 00:52:05,59.15,0.676,1.245,1
2025-01-01 00:52:06,37.74,0.17,0.861,0
2025-01-01 00:52:07,43.59,0.222,1.042,0
2025-01-01 00:52:08,38.74,0.256,0.924,0
2025-01-01 00:52:09,49.73,0.5,1.252,1
2025-01-01 00:52:10,43.83,0.276,1.011,0
2025-01-01 00:52:11,42.31,0.176,1.235,0
2025-01-01 00:52:12,38.17,0.203,0.983,0
2025-01-01 00:52:13,41.19,0.206,1.07,0
2025-01-01 00:52:14,39.9,0.224,1.034,0
2025-01-01 00:52:15,65.95,0.788,1.001,1
2025-01-01 00:52:16,50.49,0.718,1.592,1
2025-01-01 00:52:17,38.45,0.388,1.137,0
2025-01-01 00:52:18,37.47,0.22,1.019,0
2025-01-01 00:52:19,38.24,0.148,0.843,0
2025-01-01 00:52:20,67.34,0.765,1.118,1
2025-01-01 00:52:21,42.8,0.186,0.986,0
2025-01-01 00:52:22,40.07,0.223,1.117,0
2025-01-01 00:52:23,41.11,0.291,0.921,0
2025-01-01 00:52:24,36.87,0.257,0.892,0
2025-01-01 00:52:25,42.99,0.252,1.081,0
2025-01-01 00:52:26,60.25,0.579,1.249,1
2025-01-01 00:52:27,40.36,0.152,1.126,0
2025-01-01 00:52:28,36.87,0.195,0.886,0
2025-01-01 00:52:29,36.64,0.163,1.006,0
2025-01-01 00:52:30,57.69,0.769,1.483,1
2025-01-01 00:52:31,60.31,0.801,1.584,1
2025-01-01 00:52:32,59.95,0.667,1.105,1
2025-01-01 00:52:33,56.9,0.679,1.333,1
2025-01-01 00:52:34,37.86,0.247,1.013,0
2025-01-01 00:52:35,41.63,0.111,1.156,0
2025-01-01 00:52:36,38.42,0.207,0.952,0
2025-01-01 00:52:37,37.96,0.209,1.101,0
2025-01-01 00:52:38,39.11,0.232,1.005,0
2025-01-01 00:52:39,55.99,0.904,1.504,1
2025-01-01 00:52:40,53.08,0.648,1.685,1
2025-01-01 00:52:41,40.44,0.155,0.934,0
2025-01-01 00:52:42,41.85,0.219,0.851,0
2025-01-01 00:52:43,35.36,0.255,1.047,0
2025-01-01 00:52:44,36.21,0.217,1.006,0
2025-01-01 00:52:45,38.61,0.206,0.902,0
2025-01-01 00:52:46,60.66,0.778,1.516,1
2025-01-01 00:52:47,38.65,0.265,1.149,0
2025-01-01 00:52:48,39.85,0.251,1.14,0
2025-01-01 00:52:49,42.29,0.16,1.079,0
2025-01-01 00:52:50,40.27,0.2,1.012,0
2025-01-01 00:52:51,40.66,0.188,1.092,0
2025-01-01 00:52:52,59.67,0.781,1.415,1
2025-01-01 00:52:53,41.16,0.162,0.935,0
2025-01-01 00:52:54,40.61,0.259,1.063,0
2025-01-01 00:52:55,40.09,0.353,0.941,0
2025-01-01 00:52:56,37.72,0.235,1.038,0
2025-01-01 00:52:57,66.66,0.757,1.512,1
2025-01-01 00:52:58,54.83,0.684,1.386,1
2025-01-01 00:52:59,58.6,0.793,1.414,1
2025-01-01 00:53:00,40.78,0.14,0.971,0
2025-01-01 00:53:01,35.61,0.193,0.962,0
2025-01-01 00:53:02,60.42,0.697,1.46,1
2025-01-01 00:53:03,40.5,0.19,0.89,0
2025-01-01 00:53:04,56.64,0.605,1.547,1
2025-01-01 00:53:05,40.64,0.212,0.973,0
2025-01-01 00:53:06,62.99,0.652,1.121,1
2025-01-01 00:53:07,40.13,0.177,0.968,0
2025-01-01 00:53:08,55.7,0.666,1.244,1
2025-01-01 00:53:09,38.97,0.152,1.103,0
2025-01-01 00:53:10,40.74,0.122,0.767,0
2025-01-01 00:53:11,55.71,0.55,1.255,1
2025-01-01 00:53:12,39.92,0.218,1.077,0
2025-01-01 00:53:13,41.91,0.137,0.908,0
2025-01-01 00:53:14,37.93,0.173,1.181,0
2025-01-01 00:53:15,38.87,0.192,1.064,0
2025-01-01 00:53:16,68.52,0.774,1.618,1
2025-01-01 00:53:17,38.04,0.194,1.28,0
2025-01-01 00:53:18,42.68,0.167,1.103,0
2025-01-01 00:53:19,38.21,0.156,1.121,0
2025-01-01 00:53:20,38.29,0.268,0.921,0
2025-01-01 00:53:21,38.49,0.242,0.951,0
2025-01-01 00:53:22,35.36,0.23,1.034,0
2025-01-01 00:53:23,39.44,0.17,0.853,0
2025-01-01 00:53:24,41.32,0.174,0.968,0
2025-01-01 00:53:25,39.55,0.145,0.959,0
2025-01-01 00:53:26,41.7,0.225,0.935,0
2025-01-01 00:53:27,42.15,0.163,1.028,0
2025-01-01 00:53:28,60.16,0.747,1.42,1
2025-01-01 00:53:29,40.95,0.208,0.867,0
2025-01-01 00:53:30,38.99,0.128,1.013,0
2025-01-01 00:53:31,52.43,0.643,1.429,1
2025-01-01 00:53:32,63.62,0.707,1.436,1
2025-01-01 00:53:33,42.84,0.263,1.004,0
2025-01-01 00:53:34,41.82,0.136,0.966,0
2025-01-01 00:53:35,35.54,0.254,1.026,0
2025-01-01 00:53:36,63.74,0.781,1.398,1
2025-01-01 00:53:37,41.94,0.099,1.074,0
2025-01-01 00:53:38,38.38,0.174,0.872,0
2025-01-01 00:53:39,43.67,0.132,0.926,0
2025-01-01 00:53:40,39.02,0.112,0.962,0
2025-01-01 00:53:41,35.99,0.138,0.88,0
2025-01-01 00:53:42,57.27,0.787,1.21,1
2025-01-01 00:53:43,39.89,0.186,1.093,0
2025-01-01 00:53:44,61.1,0.66,1.557,1
2025-01-01 00:53:45,59.02,0.884,1.413,1
2025-01-01 00:53:46,43.57,0.212,0.862,0
2025-01-01 00:53:47,61.27,0.564,1.825,1
2025-01-01 00:53:48,38.59,0.153,1.057,0
2025-01-01 00:53:49,40.73,0.21,0.943,0
2025-01-01 00:53:50,41.62,0.258,0.928,0
2025-01-01 00:53:51,43.04,0.209,0.925,0
2025-01-01 00:53:52,38.14,0.249,1.034,0
2025-01-01 00:53:53,60.7,0.886,1.242,1
2025-01-01 00:53:54,39.04,0.252,0.993,0
2025-01-01 00:53:55,35.76,0.311,1.004,0
2025-01-01 00:53:56,40.58,0.218,0.888,0
2025-01-01 00:53:57,41.19,0.109,1.081,0
2025-01-01 00:53:58,38.01,0.275,1.01,0
2025-01-01 00:53:59,39.87,0.079,1.08,0
2025-01-01 00:54:00,62.62,0.693,1.376,1
2025-01-01 00:54:01,57.13,0.609,1.493,1
2025-01-01 00:54:02,39.33,0.128,0.858,0
2025-01-01 00:54:03,37.38,0.174,1.121,0
2025-01-01 00:54:04,59.78,0.622,1.369,1
2025-01-01 00:54:05,69.05,0.658,1.222,1
2025-01-01 00:54:06,58.23,0.553,1.663,1
2025-01-01 00:54:07,39.69,0.22,0.991,0
2025-01-01 00:54:08,38.41,0.096,0.967,0
2025-01-01 00:54:09,40.32,0.201,0.929,0
2025-01-01 00:54:10,43.21,0.199,0.84,0
2025-01-01 00:54:11,44.62,0.235,1.134,0
2025-01-01 00:54:12,38.87,0.139,1.056,0
2025-01-01 00:54:13,59.82,0.647,1.437,1
2025-01-01 00:54:14,60.73,0.572,1.522,1
2025-01-01 00:54:15,40.74,0.283,1.058,0
2025-01-01 00:54:16,38.35,0.261,0.939,0
2025-01-01 00:54:17,41.16,0.298,0.936,0
2025-01-01 00:54:18,40.89,0.185,0.782,0
2025-01-01 00:54:19,39.3,0.233,0.887,0
2025-01-01 00:54:20,42.46,0.273,0.905,0
2025-01-01 00:54:21,40.74,0.176,1.01,0
2025-01-01 00:54:22,61.34,0.553,1.102,1
2025-01-01 00:54:23,45.11,0.224,1.173,0
2025-01-01 00:54:24,59.55,0.852,1.383,1
2025-01-01 00:54:25,40.64,0.283,1.062,0
2025-01-01 00:54:26,43.01,0.168,1.076,0
2025-01-01 00:54:27,60.62,0.693,1.422,1
2025-01-01 00:54:28,57.34,0.766,1.502,1
2025-01-01 00:54:29,39.54,0.119,1.019,0
2025-01-01 00:54:30,38.4,0.24,1.057,0
2025-01-01 00:54:31,41.77,0.183,1.052,0
2025-01-01 00:54:32,64.88,0.517,1.193,1
2025-01-01 00:54:33,40.77,0.153,0.975,0
2025-01-01 00:54:34,39.19,0.19,0.801,0
2025-01-01 00:54:35,41.8,0.282,0.939,0
2025-01-01 00:54:36,58.03,0.57,1.662,1
2025-01-01 00:54:37,38.91,0.245,1.083,0
2025-01-01 00:54:38,43.5,0.18,0.847,0
2025-01-01 00:54:39,42.84,0.254,1.117,0
2025-01-01 00:54:40,37.7,0.276,0.924,0
2025-01-01 00:54:41,56.0,0.743,1.149,1
2025-01-01 00:54:42,40.58,0.244,1.101,0
2025-01-01 00:54:43,39.32,0.226,0.965,0
2025-01-01 00:54:44,40.83,0.118,0.793,0
2025-01-01 00:54:45,57.76,0.592,1.435,1
2025-01-01 00:54:46,59.28,0.578,1.423,1
2025-01-01 00:54:47,42.06,0.181,0.964,0
2025-01-01 00:54:48,41.32,0.179,0.94,0
2025-01-01 00:54:49,53.45,0.547,1.168,1
2025-01-01 00:54:50,37.19,0.198,1.121,0
2025-01-01 00:54:51,38.59,0.187,1.14,0
2025-01-01 00:54:52,40.63,0.16,0.865,0
2025-01-01 00:54:53,40.55,0.223,0.915,0
2025-01-01 00:54:54,40.85,0.214,0.812,0
2025-01-01 00:54:55,41.19,0.197,0.99,0
2025-01-01 00:54:56,61.88,0.854,1.226,1
2025-01-01 00:54:57,58.33,0.902,1.331,1
2025-01-01 00:54:58,36.23,0.323,0.932,0
2025-01-01 00:54:59,36.05,0.246,0.86,0
2025-01-01 00:55:00,63.79,0.816,0.895,1
2025-01-01 00:55:01,38.23,0.185,1.122,0
2025-01-01 00:55:02,60.45,0.728,1.312,1
2025-01-01 00:55:03,44.38,0.165,0.884,0
2025-01-01 00:55:04,59.73,0.842,1.627,1
2025-01-01 00:55:05,67.02,0.528,1.435,1
2025-01-01 00:55:06,41.14,0.242,1.077,0
2025-01-01 00:55:07,38.57,0.152,0.846,0
2025-01-01 00:55:08,62.27,0.633,1.487,1
2025-01-01 00:55:09,62.23,0.66,1.694,1
2025-01-01 00:55:10,36.89,0.154,1.04,0
2025-01-01 00:55:11,38.93,0.298,1.082,0
2025-01-01 00:55:12,42.0,0.232,0.831,0
2025-01-01 00:55:13,56.34,0.934,1.442,1
2025-01-01 00:55:14,39.64,0.176,1.0,0
2025-01-01 00:55:15,55.18,0.839,1.27,1
2025-01-01 00:55:16,68.87,0.738,1.225,1
2025-01-01 00:55:17,58.99,0.653,1.516,1
2025-01-01 00:55:18,37.54,0.221,0.977,0
2025-01-01 00:55:19,40.22,0.152,0.838,0
2025-01-01 00:55:20,57.22,0.793,1.354,1
2025-01-01 00:55:21,59.9,0.71,1.473,1
2025-01-01 00:55:22,41.53,0.162,1.126,0
2025-01-01 00:55:23,42.76,0.259,0.835,0
2025-01-01 00:55:24,39.47,0.312,1.229,0
2025-01-01 00:55:25,65.71,0.717,1.209,1
2025-01-01 00:55:26,36.73,0.194,0.961,0
2025-01-01 00:55:27,40.41,0.272,1.031,0
2025-01-01 00:55:28,40.84,0.208,0.976,0
2025-01-01 00:55:29,56.14,0.803,1.506,1
2025-01-01 00:55:30,40.05,0.188,1.189,0
2025-01-01 00:55:31,40.53,0.06,1.102,0
2025-01-01 00:55:32,41.23,0.266,0.881,0
2025-01-01 00:55:33,36.96,0.173,1.035,0
2025-01-01 00:55:34,55.29,0.732,1.49,1
2025-01-01 00:55:35,40.27,0.166,1.055,0
2025-01-01 00:55:36,43.72,0.214,0.947,0
2025-01-01 00:55:37,42.21,0.234,1.022,0
2025-01-01 00:55:38,42.4,0.288,1.154,0
2025-01-01 00:55:39,63.71,0.54,1.539,1
2025-01-01 00:55:40,40.79,0.177,0.943,0
2025-01-01 00:55:41,41.46,0.173,0.907,0
2025-01-01 00:55:42,40.31,0.145,1.212,0
2025-01-01 00:55:43,37.9,0.191,1.149,0
2025-01-01 00:55:44,60.36,0.759,1.41,1
2025-01-01 00:55:45,58.26,0.676,1.321,1
2025-01-01 00:55:46,36.32,0.206,1.139,0
2025-01-01 00:55:47,37.49,0.21,1.124,0
2025-01-01 00:55:48,62.78,0.663,1.191,1
2025-01-01 00:55:49,53.28,0.609,1.127,1
2025-01-01 00:55:50,39.98,0.324,0.962,0
2025-01-01 00:55:51,39.29,0.137,1.044,0
2025-01-01 00:55:52,35.8,0.151,0.893,0
2025-01-01 00:55:53,38.98,0.184,0.909,0
2025-01-01 00:55:54,41.43,0.266,1.056,0
2025-01-01 00:55:55,36.93,0.163,0.971,0
2025-01-01 00:55:56,37.92,0.209,0.989,0
2025-01-01 00:55:57,62.18,0.687,1.684,1
2025-01-01 00:55:58,63.7,0.567,1.301,1
2025-01-01 00:55:59,38.0,0.128,1.172,0
2025-01-01 00:56:00,37.15,0.351,1.103,0
2025-01-01 00:56:01,36.64,0.297,1.135,0
2025-01-01 00:56:02,41.89,0.21,0.948,0
2025-01-01 00:56:03,40.5,0.188,1.267,0
2025-01-01 00:56:04,41.82,0.151,0.921,0
2025-01-01 00:56:05,39.31,0.302,0.893,0
2025-01-01 00:56:06,40.37,0.268,0.921,0
2025-01-01 00:56:07,56.27,0.781,1.495,1
2025-01-01 00:56:08,40.24,0.202,0.842,0
2025-01-01 00:56:09,38.62,0.185,1.018,0
2025-01-01 00:56:10,38.29,0.276,1.128,0
2025-01-01 00:56:11,36.79,0.216,1.163,0
2025-01-01 00:56:12,66.36,0.63,1.438,1
2025-01-01 00:56:13,37.73,0.278,1.005,0
2025-01-01 00:56:14,36.22,0.181,0.972,0
2025-01-01 00:56:15,55.73,0.79,1.659,1
2025-01-01 00:56:16,38.29,0.166,0.872,0
2025-01-01 00:56:17,40.88,0.178,1.14,0
2025-01-01 00:56:18,36.5,0.126,0.997,0
2025-01-01 00:56:19,62.44,0.684,1.391,1
2025-01-01 00:56:20,40.35,0.149,1.141,0
2025-01-01 00:56:21,59.62,0.672,1.495,1
2025-01-01 00:56:22,58.58,0.642,1.482,1
2025-01-01 00:56:23,59.72,0.85,1.366,1
2025-01-01 00:56:24,37.89,0.181,1.097,0
2025-01-01 00:56:25,61.4,0.631,1.345,1
2025-01-01 00:56:26,40.43,0.147,1.05,0
2025-01-01 00:56:27,38.42,0.178,0.961,0
2025-01-01 00:56:28,37.41,0.182,1.172,0
2025-01-01 00:56:29,42.41,0.17,0.955,0
2025-01-01 00:56:30,40.24,0.185,1.1,0
2025-01-01 00:56:31,39.44,0.216,1.019,0
2025-01-01 00:56:32,40.52,0.163,0.865,0
2025-01-01 00:56:33,37.9,0.244,0.962,0
2025-01-01 00:56:34,40.81,0.232,1.034,0
2025-01-01 00:56:35,36.17,0.256,0.894,0
2025-01-01 00:56:36,40.14,0.32,0.851,0
2025-01-01 00:56:37,62.01,0.708,1.339,1
2025-01-01 00:56:38,42.62,0.077,0.933,0
2025-01-01 00:56:39,39.25,0.272,0.959,0
2025-01-01 00:56:40,40.22,0.214,0.941,0
2025-01-01 00:56:41,39.99,0.169,0.958,0
2025-01-01 00:56:42,57.95,0.401,1.374,1
2025-01-01 00:56:43,40.85,0.253,0.821,0
2025-01-01 00:56:44,38.31,0.239,0.973,0
2025-01-01 00:56:45,61.0,0.793,1.35,1
2025-01-01 00:56:46,43.53,0.175,1.145,0
2025-01-01 00:56:47,60.59,0.809,1.319,1
2025-01-01 00:56:48,37.91,0.252,1.05,0
2025-01-01 00:56:49,37.47,0.22,1.195,0
2025-01-01 00:56:50,52.98,0.775,1.582,1
2025-01-01 00:56:51,55.87,0.642,1.413,1
2025-01-01 00:56:52,38.82,0.166,0.914,0
2025-01-01 00:56:53,59.17,0.781,1.413,1
2025-01-01 00:56:54,46.84,0.279,1.016,0
2025-01-01 00:56:55,41.99,0.26,1.025,0
2025-01-01 00:56:56,40.06,0.223,0.871,0
2025-01-01 00:56:57,38.55,0.179,1.05,0
2025-01-01 00:56:58,42.14,0.244,1.013,0
2025-01-01 00:56:59,43.26,0.213,1.008,0
2025-01-01 00:57:00,36.64,0.309,0.933,0
2025-01-01 00:57:01,39.86,0.216,0.991,0
2025-01-01 00:57:02,59.3,0.712,1.358,1
2025-01-01 00:57:03,35.35,0.194,1.023,0
2025-01-01 00:57:04,40.77,0.173,0.999,0
2025-01-01 00:57:05,57.2,0.431,1.473,1
2025-01-01 00:57:06,37.48,0.314,0.948,0
2025-01-01 00:57:07,60.26,0.694,1.193,1
2025-01-01 00:57:08,55.36,0.926,1.321,1
2025-01-01 00:57:09,39.81,0.177,0.984,0
2025-01-01 00:57:10,40.51,0.291,1.133,0
2025-01-01 00:57:11,37.11,0.259,0.899,0
2025-01-01 00:57:12,41.16,0.278,0.973,0
2025-01-01 00:57:13,40.98,0.267,0.977,0
2025-01-01 00:57:14,40.01,0.242,1.056,0
2025-01-01 00:57:15,64.95,0.649,1.362,1
2025-01-01 00:57:16,64.52,0.62,1.353,1
2025-01-01 00:57:17,41.84,0.291,0.96,0
2025-01-01 00:57:18,41.05,0.275,0.919,0
2025-01-01 00:57:19,40.89,0.259,0.99,0
2025-01-01 00:57:20,42.25,0.199,0.869,0
2025-01-01 00:57:21,60.72,0.737,1.25,1
2025-01-01 00:57:22,40.25,0.156,0.901,0
2025-01-01 00:57:23,44.12,0.168,1.085,0
2025-01-01 00:57:24,62.04,0.783,1.42,1
2025-01-01 00:57:25,38.47,0.178,1.084,0
2025-01-01 00:57:26,40.14,0.124,1.062,0
2025-01-01 00:57:27,37.39,0.178,0.729,0
2025-01-01 00:57:28,57.18,0.631,1.345,1
2025-01-01 00:57:29,51.61,0.574,1.322,1
2025-01-01 00:57:30,40.89,0.103,1.042,0
2025-01-01 00:57:31,37.84,0.198,1.042,0
2025-01-01 00:57:32,39.34,0.265,1.006,0
2025-01-01 00:57:33,60.49,0.682,1.369,1
2025-01-01 00:57:34,41.6,0.235,1.045,0
2025-01-01 00:57:35,40.2,0.229,0.79,0
2025-01-01 00:57:36,38.68,0.261,1.0,0
2025-01-01 00:57:37,38.91,0.201,0.939,0
2025-01-01 00:57:38,35.3,0.18,1.061,0
2025-01-01 00:57:39,40.49,0.133,0.913,0
2025-01-01 00:57:40,40.72,0.129,1.174,0
2025-01-01 00:57:41,56.89,0.824,1.696,1
2025-01-01 00:57:42,66.71,0.72,1.499,1
2025-01-01 00:57:43,60.88,0.755,1.426,1
2025-01-01 00:57:44,60.86,0.676,1.298,1
2025-01-01 00:57:45,63.57,0.631,1.653,1
2025-01-01 00:57:46,60.0,0.738,1.375,1
2025-01-01 00:57:47,42.11,0.119,0.868,0
2025-01-01 00:57:48,41.62,0.175,0.966,0
2025-01-01 00:57:49,68.23,0.637,1.182,1
2025-01-01 00:57:50,37.15,0.28,1.226,0
2025-01-01 00:57:51,38.18,0.174,1.008,0
2025-01-01 00:57:52,57.32,0.617,1.333,1
2025-01-01 00:57:53,58.38,0.624,1.442,1
2025-01-01 00:57:54,62.16,0.709,1.476,1
2025-01-01 00:57:55,40.37,0.171,1.061,0
2025-01-01 00:57:56,55.69,0.517,1.238,1
2025-01-01 00:57:57,41.06,0.225,1.112,0
2025-01-01 00:57:58,40.29,0.248,0.979,0
2025-01-01 00:57:59,59.72,0.614,1.52,1
2025-01-01 00:58:00,57.87,0.873,1.19,1
2025-01-01 00:58:01,41.09,0.252,1.005,0
